Ticket_ID,Date,Equipment_Type,Location,Downtime_Hours,Failure_Type
21462,2024-03-31,Motor,Plant A,22,Short Circuit
21463,2024-03-31,Panel,Plant C,18,Mechanical Failure
21464,2024-07-29,Compressor,Plant C,22,Mechanical Failure
21465,2024-11-25,Motor,Plant C,4,Overheating
21466,2024-10-26,Panel,Plant A,3,Short Circuit
21467,2024-06-22,Transformer,Plant C,2,Short Circuit
21468,2024-05-13,Compressor,Plant A,4,Mechanical Failure
21469,2024-01-24,Transformer,Plant B,18,Electrical Fault
21470,2024-07-19,Compressor,Plant C,11,Electrical Fault
21471,2024-08-06,Panel,Plant B,9,Short Circuit
21472,2024-01-07,Motor,Plant B,8,Short Circuit
21473,2024-01-06,Compressor,Plant A,21,Mechanical Failure
21474,2024-04-27,Motor,Plant B,8,Mechanical Failure
21475,2024-06-09,Transformer,Plant A,5,Overheating
21476,2024-03-25,Transformer,Plant A,13,Mechanical Failure
21477,2024-12-31,Panel,Plant B,7,Mechanical Failure
21478,2024-09-04,Panel,Plant A,21,Electrical Fault
21479,2024-06-14,Generator,Plant A,5,Electrical Fault
21480,2024-05-24,Generator,Plant A,13,Electrical Fault
21481,2024-01-31,Panel,Plant B,20,Electrical Fault
21482,2024-08-07,Transformer,Plant A,16,Mechanical Failure
21483,2024-05-12,Motor,Plant C,14,Short Circuit
21484,2024-03-04,Panel,Plant B,5,Electrical Fault
21485,2024-03-16,Motor,Plant B,23,Overheating
21486,2024-05-10,Generator,Plant A,19,Overheating
21487,2024-11-07,Motor,Plant B,4,Mechanical Failure
21488,2024-11-14,Panel,Plant C,22,Overheating
21489,2024-12-26,Transformer,Plant B,11,Electrical Fault
21490,2024-02-07,Panel,Plant B,2,Short Circuit
21491,2024-02-23,Compressor,Plant B,13,Short Circuit
21492,2024-05-09,Compressor,Plant A,16,Electrical Fault
21493,2024-08-05,Compressor,Plant C,9,Overheating
21494,2024-01-02,Transformer,Plant C,16,Mechanical Failure
21495,2024-09-02,Panel,Plant C,7,Short Circuit
21496,2024-05-19,Compressor,Plant B,16,Electrical Fault
21497,2024-10-22,Panel,Plant C,13,Electrical Fault
21498,2024-09-14,Generator,Plant A,5,Overheating
21499,2024-04-14,Compressor,Plant B,15,Mechanical Failure
21500,2024-12-01,Compressor,Plant A,7,Mechanical Failure
21501,2024-07-03,Transformer,Plant B,18,Overheating
21502,2024-10-29,Panel,Plant A,20,Electrical Fault
21503,2024-08-31,Transformer,Plant B,23,Overheating
21504,2024-06-12,Transformer,Plant A,2,Overheating
21505,2024-05-11,Panel,Plant C,8,Overheating
21506,2024-07-21,Generator,Plant B,10,Electrical Fault
21507,2024-07-28,Panel,Plant B,10,Short Circuit
21508,2024-12-12,Generator,Plant A,11,Electrical Fault
21509,2024-04-10,Transformer,Plant A,21,Short Circuit
21510,2024-09-27,Generator,Plant A,21,Short Circuit
21511,2024-02-18,Generator,Plant B,8,Overheating
21512,2024-08-26,Generator,Plant A,16,Mechanical Failure
21513,2024-08-02,Compressor,Plant C,16,Overheating
21514,2024-10-17,Compressor,Plant A,17,Electrical Fault
21515,2024-12-15,Transformer,Plant A,6,Mechanical Failure
21516,2024-10-06,Panel,Plant A,18,Mechanical Failure
21517,2024-11-11,Generator,Plant C,17,Electrical Fault
21518,2024-03-17,Compressor,Plant A,12,Electrical Fault
21519,2024-10-30,Panel,Plant A,15,Overheating
21520,2024-05-30,Generator,Plant B,7,Electrical Fault
21521,2024-10-23,Panel,Plant B,14,Short Circuit
21522,2024-06-05,Motor,Plant A,4,Short Circuit
21523,2024-07-16,Generator,Plant B,17,Mechanical Failure
21524,2024-10-13,Panel,Plant A,11,Overheating
21525,2024-01-24,Generator,Plant A,6,Overheating
21526,2024-01-09,Generator,Plant C,10,Mechanical Failure
21527,2024-05-11,Motor,Plant A,15,Electrical Fault
21528,2024-03-17,Panel,Plant B,6,Overheating
21529,2024-08-13,Transformer,Plant B,16,Mechanical Failure
21530,2024-05-10,Compressor,Plant B,12,Mechanical Failure
21531,2024-03-30,Generator,Plant B,19,Short Circuit
21532,2024-04-26,Generator,Plant A,16,Mechanical Failure
21533,2024-04-19,Generator,Plant C,14,Electrical Fault
21534,2024-12-19,Generator,Plant C,6,Electrical Fault
21535,2024-09-27,Compressor,Plant A,9,Electrical Fault
21536,2024-08-14,Transformer,Plant B,22,Electrical Fault
21537,2024-08-31,Motor,Plant C,1,Mechanical Failure
21538,2024-11-03,Transformer,Plant C,22,Overheating
21539,2024-02-24,Compressor,Plant A,8,Mechanical Failure
21540,2024-02-06,Panel,Plant B,7,Overheating
21541,2024-02-24,Motor,Plant C,14,Overheating
21542,2024-01-12,Motor,Plant A,8,Overheating
21543,2024-07-03,Panel,Plant C,11,Short Circuit
21544,2024-08-24,Generator,Plant C,9,Electrical Fault
21545,2024-10-19,Compressor,Plant B,19,Short Circuit
21546,2024-07-22,Panel,Plant B,7,Mechanical Failure
21547,2024-07-29,Transformer,Plant C,6,Short Circuit
21548,2024-08-13,Transformer,Plant B,18,Overheating
21549,2024-01-07,Panel,Plant C,5,Mechanical Failure
21550,2024-08-07,Compressor,Plant C,19,Electrical Fault
21551,2024-11-06,Motor,Plant C,11,Overheating
21552,2024-01-28,Motor,Plant A,5,Electrical Fault
21553,2024-10-19,Generator,Plant B,9,Short Circuit
21554,2024-07-30,Compressor,Plant B,8,Electrical Fault
21555,2024-07-07,Transformer,Plant C,11,Mechanical Failure
21556,2024-03-15,Transformer,Plant B,22,Overheating
21557,2024-08-29,Generator,Plant C,6,Electrical Fault
21558,2024-04-23,Transformer,Plant B,15,Short Circuit
21559,2024-06-15,Generator,Plant B,6,Mechanical Failure
21560,2024-04-15,Generator,Plant C,22,Overheating
21561,2024-05-30,Panel,Plant B,11,Short Circuit
21562,2024-12-31,Motor,Plant C,15,Overheating
21563,2024-03-24,Compressor,Plant A,12,Electrical Fault
21564,2024-07-30,Compressor,Plant C,9,Short Circuit
21565,2024-09-23,Motor,Plant B,10,Short Circuit
21566,2024-11-17,Compressor,Plant A,15,Electrical Fault
21567,2024-09-25,Transformer,Plant A,17,Short Circuit
21568,2024-06-25,Transformer,Plant C,16,Short Circuit
21569,2024-09-27,Compressor,Plant A,22,Short Circuit
21570,2024-11-07,Panel,Plant C,8,Electrical Fault
21571,2024-06-30,Compressor,Plant B,17,Electrical Fault
21572,2024-06-07,Generator,Plant C,11,Overheating
21573,2024-07-07,Generator,Plant A,11,Electrical Fault
21574,2024-07-04,Motor,Plant C,6,Short Circuit
21575,2024-11-04,Transformer,Plant C,22,Electrical Fault
21576,2024-09-02,Panel,Plant B,2,Short Circuit
21577,2024-11-12,Compressor,Plant C,1,Short Circuit
21578,2024-02-11,Generator,Plant B,20,Short Circuit
21579,2024-10-11,Transformer,Plant A,6,Electrical Fault
21580,2024-10-26,Transformer,Plant A,5,Short Circuit
21581,2024-12-27,Panel,Plant C,23,Overheating
21582,2024-10-20,Panel,Plant C,22,Mechanical Failure
21583,2024-06-29,Panel,Plant A,22,Mechanical Failure
21584,2024-12-30,Panel,Plant A,9,Overheating
21585,2024-06-30,Generator,Plant A,5,Mechanical Failure
21586,2024-12-05,Panel,Plant C,18,Overheating
21587,2024-08-05,Transformer,Plant A,19,Electrical Fault
21588,2024-06-11,Transformer,Plant C,15,Mechanical Failure
21589,2024-02-15,Compressor,Plant A,15,Overheating
21590,2024-04-01,Transformer,Plant A,9,Overheating
21591,2024-04-14,Transformer,Plant C,14,Short Circuit
21592,2024-07-25,Generator,Plant B,5,Electrical Fault
21593,2024-11-23,Transformer,Plant C,17,Overheating
21594,2024-05-18,Motor,Plant B,15,Mechanical Failure
21595,2024-01-29,Transformer,Plant C,20,Short Circuit
21596,2024-09-07,Compressor,Plant B,17,Short Circuit
21597,2024-07-09,Compressor,Plant B,9,Short Circuit
21598,2024-02-16,Panel,Plant B,13,Electrical Fault
21599,2024-09-07,Generator,Plant C,22,Overheating
21600,2024-09-19,Compressor,Plant C,13,Electrical Fault
21601,2024-03-04,Motor,Plant C,5,Overheating
21602,2024-12-03,Motor,Plant B,14,Short Circuit
21603,2024-11-15,Panel,Plant B,7,Mechanical Failure
21604,2024-12-13,Generator,Plant C,5,Mechanical Failure
21605,2024-09-24,Generator,Plant C,12,Electrical Fault
21606,2024-01-12,Transformer,Plant A,3,Short Circuit
21607,2024-10-18,Motor,Plant A,9,Overheating
21608,2024-01-29,Motor,Plant A,10,Electrical Fault
21609,2024-05-18,Motor,Plant A,1,Short Circuit
21610,2024-03-25,Motor,Plant A,14,Electrical Fault
21611,2024-03-14,Compressor,Plant C,1,Mechanical Failure
21612,2024-09-07,Generator,Plant B,10,Short Circuit
21613,2024-08-11,Transformer,Plant B,11,Electrical Fault
21614,2024-02-16,Compressor,Plant C,20,Overheating
21615,2024-03-21,Generator,Plant C,2,Mechanical Failure
21616,2024-04-30,Panel,Plant C,23,Overheating
21617,2024-02-12,Motor,Plant A,2,Electrical Fault
21618,2024-05-25,Transformer,Plant A,23,Short Circuit
21619,2024-03-14,Generator,Plant A,11,Mechanical Failure
21620,2024-02-22,Panel,Plant C,8,Overheating
21621,2024-08-20,Motor,Plant C,3,Overheating
21622,2024-10-21,Panel,Plant B,9,Short Circuit
21623,2024-12-28,Panel,Plant C,16,Electrical Fault
21624,2024-07-18,Compressor,Plant A,16,Overheating
21625,2024-06-10,Panel,Plant B,10,Electrical Fault
21626,2024-02-06,Compressor,Plant C,6,Electrical Fault
21627,2024-04-06,Compressor,Plant B,20,Electrical Fault
21628,2024-02-18,Panel,Plant B,20,Short Circuit
21629,2024-01-10,Generator,Plant C,20,Electrical Fault
21630,2024-02-09,Panel,Plant A,11,Mechanical Failure
21631,2024-06-01,Panel,Plant A,8,Short Circuit
21632,2024-04-15,Generator,Plant B,20,Overheating
21633,2024-02-10,Motor,Plant C,1,Short Circuit
21634,2024-06-12,Transformer,Plant C,6,Overheating
21635,2024-09-14,Motor,Plant A,8,Mechanical Failure
21636,2024-07-29,Panel,Plant C,14,Electrical Fault
21637,2024-07-20,Motor,Plant C,3,Electrical Fault
21638,2024-07-13,Transformer,Plant B,2,Electrical Fault
21639,2024-02-22,Motor,Plant C,22,Electrical Fault
21640,2024-05-26,Transformer,Plant C,1,Short Circuit
21641,2024-10-08,Motor,Plant C,11,Mechanical Failure
21642,2024-11-05,Compressor,Plant A,21,Overheating
21643,2024-08-30,Panel,Plant A,6,Short Circuit
21644,2024-02-20,Transformer,Plant B,8,Electrical Fault
21645,2024-04-23,Panel,Plant A,7,Electrical Fault
21646,2024-09-29,Compressor,Plant A,6,Electrical Fault
21647,2024-04-29,Motor,Plant A,18,Overheating
21648,2024-07-07,Panel,Plant A,12,Overheating
21649,2024-02-15,Motor,Plant B,8,Short Circuit
21650,2024-08-30,Motor,Plant C,21,Mechanical Failure
21651,2024-11-06,Panel,Plant C,19,Overheating
21652,2024-02-19,Transformer,Plant C,5,Short Circuit
21653,2024-11-26,Transformer,Plant B,19,Overheating
21654,2024-01-11,Panel,Plant A,9,Short Circuit
21655,2024-02-17,Transformer,Plant B,12,Electrical Fault
21656,2024-02-25,Generator,Plant B,15,Overheating
21657,2024-01-08,Motor,Plant B,23,Electrical Fault
21658,2024-01-14,Panel,Plant C,13,Mechanical Failure
21659,2024-08-02,Compressor,Plant A,13,Electrical Fault
21660,2024-09-01,Panel,Plant C,21,Mechanical Failure
21661,2024-02-23,Panel,Plant B,21,Overheating
21662,2024-09-29,Motor,Plant B,5,Mechanical Failure
21663,2024-05-10,Compressor,Plant C,2,Electrical Fault
21664,2024-01-09,Motor,Plant C,19,Overheating
21665,2024-07-30,Transformer,Plant C,8,Short Circuit
21666,2024-05-01,Panel,Plant A,14,Overheating
21667,2024-04-23,Motor,Plant C,6,Short Circuit
21668,2024-01-20,Generator,Plant A,7,Electrical Fault
21669,2024-12-04,Panel,Plant A,14,Overheating
21670,2024-01-21,Transformer,Plant C,6,Short Circuit
21671,2024-07-26,Motor,Plant B,16,Electrical Fault
21672,2024-02-02,Motor,Plant B,4,Mechanical Failure
21673,2024-05-12,Generator,Plant A,7,Short Circuit
21674,2024-07-09,Transformer,Plant A,16,Mechanical Failure
21675,2024-01-26,Generator,Plant A,4,Overheating
21676,2024-12-29,Panel,Plant B,7,Short Circuit
21677,2024-03-29,Compressor,Plant A,21,Electrical Fault
21678,2024-04-01,Motor,Plant A,2,Electrical Fault
21679,2024-02-02,Generator,Plant B,23,Mechanical Failure
21680,2024-08-25,Motor,Plant C,8,Electrical Fault
21681,2024-01-18,Motor,Plant B,10,Overheating
21682,2024-09-30,Generator,Plant C,2,Overheating
21683,2024-10-15,Motor,Plant C,6,Mechanical Failure
21684,2024-01-27,Transformer,Plant A,4,Short Circuit
21685,2024-10-31,Transformer,Plant A,21,Electrical Fault
21686,2024-04-17,Compressor,Plant C,1,Overheating
21687,2024-08-13,Transformer,Plant A,6,Short Circuit
21688,2024-11-19,Generator,Plant C,12,Overheating
21689,2024-12-20,Transformer,Plant A,14,Overheating
21690,2024-01-19,Compressor,Plant B,15,Short Circuit
21691,2024-08-10,Panel,Plant C,18,Short Circuit
21692,2024-10-07,Panel,Plant C,17,Electrical Fault
21693,2024-04-13,Generator,Plant A,9,Mechanical Failure
21694,2024-11-27,Compressor,Plant B,15,Mechanical Failure
21695,2024-11-27,Transformer,Plant A,18,Overheating
21696,2024-12-27,Compressor,Plant B,21,Mechanical Failure
21697,2024-10-15,Motor,Plant A,18,Overheating
21698,2024-02-06,Compressor,Plant C,5,Short Circuit
21699,2024-12-13,Transformer,Plant B,16,Overheating
21700,2024-08-31,Generator,Plant B,9,Electrical Fault
21701,2024-02-12,Motor,Plant A,22,Overheating
21702,2024-05-05,Compressor,Plant B,3,Overheating
21703,2024-01-09,Panel,Plant A,12,Electrical Fault
21704,2024-01-14,Transformer,Plant B,14,Electrical Fault
21705,2024-05-10,Generator,Plant A,1,Mechanical Failure
21706,2024-11-20,Transformer,Plant A,9,Short Circuit
21707,2024-07-02,Compressor,Plant A,9,Short Circuit
21708,2024-10-08,Generator,Plant C,20,Electrical Fault
21709,2024-02-22,Panel,Plant B,13,Short Circuit
21710,2024-02-10,Motor,Plant C,8,Overheating
21711,2024-12-03,Compressor,Plant C,11,Short Circuit
21712,2024-12-23,Generator,Plant C,14,Electrical Fault
21713,2024-01-21,Motor,Plant C,16,Short Circuit
21714,2024-10-21,Generator,Plant B,11,Electrical Fault
21715,2024-07-26,Compressor,Plant B,19,Mechanical Failure
21716,2024-05-30,Generator,Plant C,22,Electrical Fault
21717,2024-03-09,Panel,Plant B,10,Overheating
21718,2024-11-26,Generator,Plant B,8,Overheating
21719,2024-11-13,Compressor,Plant A,11,Overheating
21720,2024-10-27,Generator,Plant B,8,Electrical Fault
21721,2024-01-27,Motor,Plant C,20,Electrical Fault
21722,2024-04-25,Motor,Plant B,10,Overheating
21723,2024-05-21,Transformer,Plant C,17,Short Circuit
21724,2024-02-10,Transformer,Plant B,23,Electrical Fault
21725,2024-04-15,Panel,Plant C,11,Short Circuit
21726,2024-03-14,Motor,Plant B,12,Mechanical Failure
21727,2024-02-29,Transformer,Plant B,10,Mechanical Failure
21728,2024-10-24,Generator,Plant B,20,Mechanical Failure
21729,2024-05-01,Panel,Plant C,17,Mechanical Failure
21730,2024-07-21,Compressor,Plant A,3,Overheating
21731,2024-01-11,Transformer,Plant C,7,Electrical Fault
21732,2024-05-26,Transformer,Plant B,3,Mechanical Failure
21733,2024-08-03,Motor,Plant C,17,Overheating
21734,2024-11-16,Panel,Plant B,23,Mechanical Failure
21735,2024-10-29,Motor,Plant B,8,Electrical Fault
21736,2024-01-14,Motor,Plant A,21,Mechanical Failure
21737,2024-03-07,Panel,Plant B,22,Mechanical Failure
21738,2024-06-28,Generator,Plant B,19,Short Circuit
21739,2024-12-30,Transformer,Plant B,14,Short Circuit
21740,2024-08-29,Motor,Plant A,5,Short Circuit
21741,2024-06-08,Transformer,Plant C,19,Short Circuit
21742,2024-01-10,Panel,Plant A,13,Mechanical Failure
21743,2024-05-03,Generator,Plant C,18,Mechanical Failure
21744,2024-09-29,Compressor,Plant B,23,Short Circuit
21745,2024-08-28,Generator,Plant C,11,Electrical Fault
21746,2024-05-22,Panel,Plant C,23,Overheating
21747,2024-12-18,Generator,Plant C,12,Mechanical Failure
21748,2024-06-15,Compressor,Plant C,8,Short Circuit
21749,2024-02-26,Motor,Plant B,12,Overheating
21750,2024-05-17,Generator,Plant A,1,Short Circuit
21751,2024-11-22,Panel,Plant C,18,Short Circuit
21752,2024-12-18,Generator,Plant B,2,Electrical Fault
21753,2024-01-17,Compressor,Plant B,12,Electrical Fault
21754,2024-11-27,Panel,Plant B,19,Mechanical Failure
21755,2024-09-29,Generator,Plant B,23,Short Circuit
21756,2024-11-29,Panel,Plant C,7,Overheating
21757,2024-01-03,Compressor,Plant A,7,Mechanical Failure
21758,2024-08-30,Motor,Plant B,1,Electrical Fault
21759,2024-04-17,Compressor,Plant A,18,Mechanical Failure
21760,2024-02-20,Motor,Plant A,8,Mechanical Failure
21761,2024-12-15,Transformer,Plant A,10,Short Circuit
21762,2024-06-22,Compressor,Plant B,23,Overheating
21763,2024-04-25,Motor,Plant B,1,Electrical Fault
21764,2024-07-01,Transformer,Plant B,15,Mechanical Failure
21765,2024-12-26,Transformer,Plant A,15,Mechanical Failure
21766,2024-12-20,Transformer,Plant B,4,Short Circuit
21767,2024-06-02,Panel,Plant B,10,Mechanical Failure
21768,2024-09-03,Compressor,Plant A,8,Overheating
21769,2024-03-16,Compressor,Plant B,14,Short Circuit
21770,2024-08-31,Compressor,Plant C,13,Electrical Fault
21771,2024-03-21,Compressor,Plant C,21,Mechanical Failure
21772,2024-08-16,Panel,Plant C,17,Mechanical Failure
21773,2024-03-12,Compressor,Plant C,7,Short Circuit
21774,2024-08-05,Motor,Plant A,6,Mechanical Failure
21775,2024-08-30,Transformer,Plant B,9,Electrical Fault
21776,2024-11-09,Panel,Plant C,20,Overheating
21777,2024-03-18,Panel,Plant C,20,Overheating
21778,2024-06-06,Compressor,Plant B,8,Short Circuit
21779,2024-02-17,Transformer,Plant A,14,Mechanical Failure
21780,2024-11-07,Motor,Plant C,20,Short Circuit
21781,2024-10-24,Transformer,Plant B,3,Short Circuit
21782,2024-01-24,Generator,Plant B,23,Short Circuit
21783,2024-04-19,Transformer,Plant C,13,Short Circuit
21784,2024-02-21,Motor,Plant C,21,Short Circuit
21785,2024-10-16,Motor,Plant B,9,Mechanical Failure
21786,2024-09-15,Motor,Plant B,21,Overheating
21787,2024-11-19,Panel,Plant C,9,Overheating
21788,2024-05-18,Panel,Plant C,22,Overheating
21789,2024-11-01,Generator,Plant C,22,Mechanical Failure
21790,2024-12-03,Transformer,Plant C,11,Mechanical Failure
21791,2024-10-01,Compressor,Plant A,6,Short Circuit
21792,2024-02-13,Generator,Plant B,23,Overheating
21793,2024-09-15,Compressor,Plant C,12,Short Circuit
21794,2024-04-22,Compressor,Plant B,4,Overheating
21795,2024-08-14,Generator,Plant C,4,Electrical Fault
21796,2024-03-05,Transformer,Plant A,23,Mechanical Failure
21797,2024-06-11,Compressor,Plant B,22,Electrical Fault
21798,2024-06-12,Panel,Plant A,17,Overheating
21799,2024-06-14,Panel,Plant B,7,Short Circuit
21800,2024-02-08,Generator,Plant A,6,Mechanical Failure
21801,2024-06-01,Compressor,Plant C,20,Mechanical Failure
21802,2024-11-15,Generator,Plant C,8,Short Circuit
21803,2024-12-25,Panel,Plant A,7,Electrical Fault
21804,2024-09-25,Generator,Plant C,8,Electrical Fault
21805,2024-11-19,Compressor,Plant A,9,Electrical Fault
21806,2024-11-21,Compressor,Plant A,1,Electrical Fault
21807,2024-03-15,Panel,Plant B,3,Mechanical Failure
21808,2024-09-13,Motor,Plant A,18,Overheating
21809,2024-07-18,Motor,Plant B,19,Short Circuit
21810,2024-04-07,Transformer,Plant A,11,Overheating
21811,2024-04-13,Panel,Plant B,16,Overheating
21812,2024-06-12,Transformer,Plant B,18,Electrical Fault
21813,2024-04-22,Panel,Plant C,6,Overheating
21814,2024-04-12,Compressor,Plant B,2,Electrical Fault
21815,2024-02-06,Panel,Plant B,4,Electrical Fault
21816,2024-04-15,Generator,Plant A,5,Overheating
21817,2024-07-05,Transformer,Plant B,21,Short Circuit
21818,2024-12-29,Panel,Plant C,14,Overheating
21819,2024-01-21,Transformer,Plant A,1,Overheating
21820,2024-05-27,Panel,Plant B,22,Mechanical Failure
21821,2024-05-08,Motor,Plant A,14,Electrical Fault
21822,2024-07-05,Transformer,Plant A,21,Mechanical Failure
21823,2024-10-10,Compressor,Plant A,13,Short Circuit
21824,2024-07-17,Compressor,Plant A,22,Overheating
21825,2024-08-22,Panel,Plant A,16,Mechanical Failure
21826,2024-04-17,Compressor,Plant B,4,Mechanical Failure
21827,2024-01-09,Compressor,Plant A,6,Overheating
21828,2024-08-13,Transformer,Plant A,9,Overheating
21829,2024-07-27,Panel,Plant C,1,Electrical Fault
21830,2024-09-01,Transformer,Plant C,22,Electrical Fault
21831,2024-10-14,Panel,Plant A,17,Mechanical Failure
21832,2024-03-06,Compressor,Plant B,23,Overheating
21833,2024-12-21,Panel,Plant C,4,Electrical Fault
21834,2024-06-01,Panel,Plant C,6,Electrical Fault
21835,2024-07-09,Generator,Plant A,16,Short Circuit
21836,2024-08-05,Panel,Plant B,7,Mechanical Failure
21837,2024-06-02,Generator,Plant B,5,Mechanical Failure
21838,2024-10-03,Transformer,Plant C,9,Mechanical Failure
21839,2024-03-22,Generator,Plant C,19,Overheating
21840,2024-08-08,Transformer,Plant C,1,Short Circuit
21841,2024-10-06,Panel,Plant C,8,Electrical Fault
21842,2024-04-20,Transformer,Plant C,20,Short Circuit
21843,2024-04-01,Compressor,Plant A,23,Electrical Fault
21844,2024-01-12,Panel,Plant A,4,Electrical Fault
21845,2024-05-18,Generator,Plant A,23,Short Circuit
21846,2024-06-03,Motor,Plant C,17,Mechanical Failure
21847,2024-01-23,Panel,Plant A,1,Overheating
21848,2024-08-07,Compressor,Plant C,2,Short Circuit
21849,2024-12-13,Transformer,Plant B,21,Mechanical Failure
21850,2024-08-24,Generator,Plant B,14,Mechanical Failure
21851,2024-09-09,Generator,Plant A,22,Overheating
21852,2024-07-01,Compressor,Plant B,2,Overheating
21853,2024-07-16,Compressor,Plant B,1,Mechanical Failure
21854,2024-06-18,Panel,Plant B,13,Overheating
21855,2024-05-02,Motor,Plant A,23,Mechanical Failure
21856,2024-02-03,Motor,Plant B,8,Electrical Fault
21857,2024-11-08,Transformer,Plant A,22,Overheating
21858,2024-01-03,Generator,Plant C,9,Electrical Fault
21859,2024-01-06,Panel,Plant C,20,Overheating
21860,2024-10-30,Generator,Plant A,21,Mechanical Failure
21861,2024-04-11,Panel,Plant A,2,Mechanical Failure
21862,2024-07-10,Compressor,Plant B,17,Mechanical Failure
21863,2024-01-13,Transformer,Plant C,6,Mechanical Failure
21864,2024-02-05,Compressor,Plant B,3,Mechanical Failure
21865,2024-03-10,Generator,Plant C,20,Mechanical Failure
21866,2024-10-15,Transformer,Plant B,17,Overheating
21867,2024-04-14,Panel,Plant B,6,Overheating
21868,2024-07-22,Panel,Plant C,8,Electrical Fault
21869,2024-11-08,Transformer,Plant B,14,Short Circuit
21870,2024-02-24,Compressor,Plant C,10,Overheating
21871,2024-04-16,Transformer,Plant A,20,Overheating
21872,2024-05-20,Compressor,Plant B,10,Short Circuit
21873,2024-08-12,Transformer,Plant C,15,Short Circuit
21874,2024-11-02,Compressor,Plant C,8,Electrical Fault
21875,2024-12-13,Motor,Plant B,11,Electrical Fault
21876,2024-11-04,Transformer,Plant C,16,Mechanical Failure
21877,2024-02-05,Compressor,Plant B,3,Electrical Fault
21878,2024-05-12,Generator,Plant B,15,Electrical Fault
21879,2024-01-25,Generator,Plant A,13,Short Circuit
21880,2024-12-02,Transformer,Plant A,11,Overheating
21881,2024-02-06,Transformer,Plant A,14,Mechanical Failure
21882,2024-01-19,Panel,Plant B,7,Electrical Fault
21883,2024-02-04,Compressor,Plant B,19,Short Circuit
21884,2024-12-28,Transformer,Plant C,15,Mechanical Failure
21885,2024-11-05,Generator,Plant A,6,Mechanical Failure
21886,2024-01-06,Generator,Plant A,20,Short Circuit
21887,2024-07-17,Generator,Plant C,22,Electrical Fault
21888,2024-02-03,Compressor,Plant A,7,Electrical Fault
21889,2024-02-25,Motor,Plant A,14,Electrical Fault
21890,2024-09-12,Transformer,Plant A,22,Electrical Fault
21891,2024-07-29,Motor,Plant C,4,Mechanical Failure
21892,2024-04-06,Compressor,Plant A,9,Overheating
21893,2024-10-08,Transformer,Plant B,7,Mechanical Failure
21894,2024-08-28,Panel,Plant A,15,Mechanical Failure
21895,2024-06-18,Transformer,Plant B,3,Short Circuit
21896,2024-12-12,Transformer,Plant A,5,Mechanical Failure
21897,2024-10-20,Transformer,Plant B,17,Electrical Fault
21898,2024-08-14,Transformer,Plant A,1,Short Circuit
21899,2024-11-10,Transformer,Plant B,1,Short Circuit
21900,2024-05-06,Compressor,Plant B,16,Short Circuit
21901,2024-10-06,Transformer,Plant A,23,Short Circuit
21902,2024-01-21,Compressor,Plant C,14,Short Circuit
21903,2024-11-11,Transformer,Plant A,11,Electrical Fault
21904,2024-09-02,Transformer,Plant C,14,Overheating
21905,2024-03-30,Compressor,Plant C,8,Overheating
21906,2024-01-06,Transformer,Plant C,19,Short Circuit
21907,2024-09-22,Generator,Plant C,2,Overheating
21908,2024-04-06,Transformer,Plant C,23,Mechanical Failure
21909,2024-05-29,Panel,Plant C,10,Overheating
21910,2024-03-20,Compressor,Plant A,5,Mechanical Failure
21911,2024-01-17,Transformer,Plant B,15,Electrical Fault
21912,2024-05-17,Transformer,Plant B,1,Short Circuit
21913,2024-05-19,Compressor,Plant A,2,Mechanical Failure
21914,2024-12-04,Motor,Plant A,19,Electrical Fault
21915,2024-02-09,Generator,Plant A,22,Electrical Fault
21916,2024-06-16,Generator,Plant C,17,Short Circuit
21917,2024-03-14,Transformer,Plant C,15,Overheating
21918,2024-03-14,Compressor,Plant B,18,Electrical Fault
21919,2024-02-19,Panel,Plant A,21,Overheating
21920,2024-01-10,Transformer,Plant B,8,Overheating
21921,2024-04-12,Generator,Plant B,21,Overheating
21922,2024-12-15,Transformer,Plant C,14,Mechanical Failure
21923,2024-10-25,Compressor,Plant C,8,Overheating
21924,2024-12-04,Panel,Plant B,22,Overheating
21925,2024-04-13,Motor,Plant C,23,Electrical Fault
21926,2024-10-16,Panel,Plant C,8,Short Circuit
21927,2024-10-06,Transformer,Plant C,19,Mechanical Failure
21928,2024-05-21,Generator,Plant B,13,Overheating
21929,2024-10-23,Compressor,Plant B,5,Short Circuit
21930,2024-06-18,Transformer,Plant B,10,Overheating
21931,2024-01-13,Motor,Plant A,7,Overheating
21932,2024-06-05,Compressor,Plant B,9,Electrical Fault
21933,2024-06-22,Compressor,Plant C,14,Short Circuit
21934,2024-06-10,Compressor,Plant B,6,Electrical Fault
21935,2024-05-11,Transformer,Plant A,10,Electrical Fault
21936,2024-01-28,Motor,Plant C,1,Overheating
21937,2024-03-23,Transformer,Plant B,11,Overheating
21938,2024-12-28,Compressor,Plant B,8,Overheating
21939,2024-09-25,Compressor,Plant C,6,Short Circuit
21940,2024-09-07,Generator,Plant B,17,Short Circuit
21941,2024-04-15,Panel,Plant A,4,Short Circuit
21942,2024-09-17,Transformer,Plant C,6,Short Circuit
21943,2024-12-18,Motor,Plant B,15,Overheating
21944,2024-01-14,Compressor,Plant C,10,Overheating
21945,2024-03-20,Transformer,Plant B,17,Electrical Fault
21946,2024-06-08,Panel,Plant B,10,Overheating
21947,2024-06-26,Transformer,Plant C,5,Short Circuit
21948,2024-06-03,Panel,Plant B,19,Mechanical Failure
